date,impressions,uniques,clicks,CTR,Просмотр 1/4,Просмотр 1/2,Просмотр 3/4,Досмотр,VTR,ctr_percent,ctr_ratio,vtr_percent,vtr_ratio,freq
2025-11-01,8766,5160,193,2.2,8267,7922,7701,7505,85.61,2.2,0.022000000000000002,85.61,0.8561,1.7
2025-11-02,16324,7247,367,2.25,15441,14857,14564,14260,87.36,2.25,0.0225,87.36,0.8736,2.25
2025-11-03,5860,2604,130,2.22,5593,5409,5310,5235,89.33,2.22,0.0222,89.33,0.8933,2.25
2025-11-04,3603,1613,121,3.36,3464,3340,3283,3226,89.54,3.36,0.0336,89.54,0.8954000000000001,2.23
2025-11-05,25152,6520,334,1.33,15086,14411,14080,13748,54.66,1.33,0.013300000000000001,54.66,0.5466,3.86
2025-11-06,20784,3707,195,0.94,10239,8190,7838,9437,45.41,0.94,0.009399999999999999,45.41,0.45409999999999995,5.61
2025-11-07,6567,863,138,2.1,3285,3208,3169,3115,47.43,2.1,0.021,47.43,0.4743,7.61
2025-11-08,14588,11186,103,0.71,7805,7908,7958,5959,40.85,0.71,0.0070999999999999995,40.85,0.40850000000000003,1.3
2025-11-09,37142,28789,100,0.27,21841,21175,20470,13604,36.63,0.27,0.0027,36.63,0.3663,1.29
2025-11-10,28388,20533,113,0.4,16412,15439,14888,10636,37.47,0.4,0.004,37.47,0.3747,1.38
2025-11-11,6509,3326,100,1.54,3360,3118,3138,3119,47.92,1.54,0.0154,47.92,0.4792,1.96
2025-11-12,13725,6615,110,0.8,7289,6306,6195,6122,44.6,0.8,0.008,44.6,0.446,2.07
2025-11-13,16723,11285,129,0.77,10361,9503,9250,9131,54.6,0.77,0.0077,54.6,0.546,1.48
2025-11-14,1748,600,97,5.55,1150,1093,1045,992,56.75,5.55,0.0555,56.75,0.5675,2.91
2025-11-15,2044,500,114,5.58,1327,1285,1234,1172,57.34,5.58,0.0558,57.34,0.5734,4.09
2025-11-16,1510,467,97,6.42,1033,1004,958,909,60.2,6.42,0.0642,60.2,0.602,3.23
2025-11-17,2440,463,97,3.98,1507,1465,1410,1360,55.74,3.98,0.0398,55.74,0.5574,5.27
2025-11-18,3159,578,141,4.46,1939,1885,1810,1728,54.7,4.46,0.0446,54.7,0.547,5.47
2025-11-19,1180,164,53,4.49,635,609,587,572,48.47,4.49,0.0449,48.47,0.48469999999999996,7.2
2025-11-20,1767,194,72,4.07,953,914,889,859,48.61,4.07,0.0407,48.61,0.4861,9.11
2025-11-21,2026,269,93,4.59,1343,1328,1281,1239,61.15,4.59,0.045899999999999996,61.15,0.6114999999999999,7.53
2025-11-22,2766,300,93,3.36,1522,1464,1430,1390,50.25,3.36,0.0336,50.25,0.5025,9.22
2025-11-23,3127,381,95,3.04,1734,1677,1642,1591,50.88,3.04,0.0304,50.88,0.5088,8.21
2025-11-24,2978,270,100,3.36,1644,1588,1529,1495,50.2,3.36,0.0336,50.2,0.502,11.03
2025-11-25,3136,312,106,3.38,1716,1672,1625,1591,50.73,3.38,0.0338,50.73,0.5073,10.05
2025-11-26,3292,533,115,3.49,1925,1879,1840,1805,54.83,3.49,0.0349,54.83,0.5483,6.18
2025-11-27,2973,885,90,3.03,1729,1670,1620,1573,52.91,3.03,0.030299999999999997,52.91,0.5291,3.36
2025-11-28,1863,769,91,4.88,1197,1146,1110,1073,57.6,4.88,0.048799999999999996,57.6,0.5760000000000001,2.42
2025-11-29,2267,865,89,3.93,1329,1289,1255,1217,53.68,3.93,0.0393,53.68,0.5367999999999999,2.62
2025-11-30,2451,881,77,3.14,1443,1391,1349,1310,53.45,3.14,0.031400000000000004,53.45,0.5345,2.78
,244858,117612,3753,1.53,152569,144145,140458,126973,51.86,1.53,0.015300000000000001,51.86,0.5186,2.08
