date,impressions,uniques,clicks,CTR,Просмотр 1/4,Просмотр 1/2,Просмотр 3/4,Досмотр,VTR,ctr_percent,ctr_ratio,vtr_percent,vtr_ratio,freq
2025-10-23,9286,8938,1981,21.33,7358,7102,6851,6533,70.35,21.33,0.2133,70.35,0.7034999999999999,1.04
2025-10-24,254663,104645,4213,1.65,14956,14481,13962,13361,5.25,1.65,0.0165,5.25,0.0525,2.43
2025-10-25,331100,164076,4209,1.27,15059,14587,14087,13476,4.07,1.27,0.0127,4.07,0.0407,2.02
2025-10-26,315657,165112,4209,1.33,14662,14169,13684,13082,4.14,1.33,0.013300000000000001,4.14,0.0414,1.91
2025-10-27,319229,164518,2005,0.63,7392,7158,6897,6640,2.08,0.63,0.0063,2.08,0.0208,1.94
2025-10-28,331223,144597,4410,1.33,111637,109259,107554,105255,31.78,1.33,0.013300000000000001,31.78,0.3178,2.29
2025-10-29,236952,96427,4264,1.8,107635,103360,100966,98512,41.57,1.8,0.018000000000000002,41.57,0.4157,2.46
2025-10-30,256255,106869,4168,1.63,113977,110286,107969,105278,41.08,1.63,0.0163,41.08,0.4108,2.4
2025-10-31,327129,90395,4419,1.35,215141,209125,204353,199731,61.06,1.35,0.013500000000000002,61.06,0.6106,3.62
,2381494,914478,33878,1.42,607817,589527,576323,561868,23.59,1.42,0.014199999999999999,23.59,0.2359,2.6
