date,impressions,uniques,clicks,CTR,Просмотр 1/4,Просмотр 1/2,Просмотр 3/4,Досмотр,VTR,ctr_percent,ctr_ratio,vtr_percent,vtr_ratio,freq
2025-11-10,65919,41029,1371,2.08,37343,35341,34614,33858,51.36,2.08,0.0208,51.36,0.5136,1.61
2025-11-11,79336,35124,1656,2.09,43156,41062,40164,39299,49.53,2.09,0.0209,49.53,0.4953,2.26
2025-11-12,79660,33064,1057,1.33,60458,57304,56235,55295,69.41,1.33,0.013300000000000001,69.41,0.6940999999999999,2.41
2025-11-13,79696,43097,1191,1.49,76982,73645,72335,71252,89.4,1.49,0.0149,89.4,0.894,1.85
2025-11-14,66439,24738,1313,1.98,64390,61641,60424,59108,88.97,1.98,0.019799999999999998,88.97,0.8896999999999999,2.69
2025-11-15,66670,16023,1453,2.18,64512,61399,60307,59054,88.58,2.18,0.0218,88.58,0.8858,4.16
2025-11-16,67288,15815,1399,2.08,65315,62552,61318,59999,89.17,2.08,0.0208,89.17,0.8917,4.25
2025-11-17,69473,15044,1346,1.94,67590,64593,63285,62284,89.65,1.94,0.0194,89.65,0.8965000000000001,4.62
2025-11-18,66458,11977,1273,1.92,64752,62287,61168,60049,90.36,1.92,0.0192,90.36,0.9036,5.55
2025-11-19,66261,19279,1268,1.91,63996,61110,59864,58687,88.57,1.91,0.0191,88.57,0.8856999999999999,3.44
2025-11-20,63608,17585,807,1.27,60151,57873,56347,55445,87.17,1.27,0.0127,87.17,0.8717,3.62
2025-11-21,56884,15938,896,1.58,53372,51361,50056,49207,86.5,1.58,0.0158,86.5,0.865,3.57
2025-11-22,63305,17998,1033,1.63,59149,57620,56034,54848,86.64,1.63,0.0163,86.64,0.8664000000000001,3.52
2025-11-23,63900,17356,1144,1.79,59828,58109,56540,55291,86.53,1.79,0.0179,86.53,0.8653,3.68
2025-11-24,63335,16223,967,1.53,59330,57604,56246,55355,87.4,1.53,0.015300000000000001,87.4,0.8740000000000001,3.9
2025-11-25,70034,16454,1283,1.83,67929,64922,63701,62446,89.17,1.83,0.0183,89.17,0.8917,4.26
2025-11-26,70086,16044,1125,1.61,68203,65464,64132,62781,89.58,1.61,0.0161,89.58,0.8957999999999999,4.37
2025-11-27,70033,15480,1375,1.96,68113,65279,63998,62618,89.41,1.96,0.0196,89.41,0.8941,4.52
2025-11-28,70017,8878,979,1.4,65754,62338,61039,59855,85.49,1.4,0.013999999999999999,85.49,0.8549,7.89
2025-11-29,70053,17756,1383,1.97,68051,65770,64449,63106,90.08,1.97,0.0197,90.08,0.9007999999999999,3.95
2025-11-30,62088,14051,1012,1.63,60279,58229,57049,55902,90.04,1.63,0.0163,90.04,0.9004000000000001,4.42
,1430543,428459,25331,1.77,1298653,1245503,1219305,1195739,83.59,1.77,0.0177,83.59,0.8359000000000001,3.34
