date,impressions,uniques,clicks,CTR,Просмотр 1/4,Просмотр 1/2,Просмотр 3/4,Досмотр,VTR,ctr_percent,ctr_ratio,vtr_percent,vtr_ratio,freq
2025-12-01,20011,4278,210,1.05,18086,17494,16725,16410,82.0,1.05,0.0105,82.0,0.82,4.68
2025-12-02,20322,4536,174,0.86,18447,17887,16942,16641,81.89,0.86,0.0086,81.89,0.8189,4.48
2025-12-03,14024,3425,134,0.96,12738,12278,11591,11411,81.37,0.96,0.0096,81.37,0.8137000000000001,4.09
2025-12-04,21504,4704,161,0.75,19523,18539,17214,16579,77.1,0.75,0.0075,77.1,0.7709999999999999,4.57
2025-12-05,21492,4610,140,0.65,19469,18383,16899,16285,75.77,0.65,0.006500000000000001,75.77,0.7576999999999999,4.66
2025-12-06,21512,6617,153,0.71,19671,18376,16655,15825,73.56,0.71,0.0070999999999999995,73.56,0.7356,3.25
2025-12-07,21503,6643,124,0.58,19657,18315,16723,15848,73.7,0.58,0.0058,73.7,0.737,3.24
2025-12-08,20233,6355,102,0.5,18551,17280,15768,14825,73.27,0.5,0.005,73.27,0.7326999999999999,3.18
2025-12-09,21501,6773,98,0.46,19816,18390,16892,15908,73.99,0.46,0.0046,73.99,0.7399,3.17
2025-12-10,21501,6743,104,0.48,19703,18187,16423,15459,71.9,0.48,0.0048,71.9,0.7190000000000001,3.19
2025-12-11,20019,6288,120,0.6,18367,16973,15391,14438,72.12,0.6,0.006,72.12,0.7212000000000001,3.18
2025-12-12,20002,6340,96,0.48,18380,17110,15744,14938,74.68,0.48,0.0048,74.68,0.7468,3.15
2025-12-13,20009,6032,114,0.57,18494,17510,16416,15701,78.47,0.57,0.005699999999999999,78.47,0.7847,3.32
,263633,63075,1730,0.66,240902,226722,209383,200268,75.96,0.66,0.0066,75.96,0.7595999999999999,4.18
