date,impressions,uniques,clicks,CTR,Просмотр 1/4,Просмотр 1/2,Просмотр 3/4,Досмотр,VTR,ctr_percent,ctr_ratio,vtr_percent,vtr_ratio,freq
2025-11-01,83627,24655,1069,1.28,59850,48548,41149,35927,42.96,1.28,0.0128,42.96,0.4296,3.39
2025-11-02,64661,22689,605,0.94,44617,35079,28905,24677,38.16,0.94,0.009399999999999999,38.16,0.38159999999999994,2.85
2025-11-03,88012,20839,722,0.82,70452,62363,57205,53547,60.84,0.82,0.008199999999999999,60.84,0.6084,4.22
2025-11-04,88020,9628,596,0.68,80810,78132,76273,74868,85.06,0.68,0.0068000000000000005,85.06,0.8506,9.14
2025-11-05,88024,11137,638,0.72,78208,74408,71847,69889,79.4,0.72,0.0072,79.4,0.794,7.9
2025-11-06,88058,14952,600,0.68,74387,68590,64717,61970,70.37,0.68,0.0068000000000000005,70.37,0.7037,5.89
2025-11-07,88090,19627,433,0.49,63766,52391,44790,39518,44.86,0.49,0.0049,44.86,0.4486,4.49
2025-11-08,88073,19183,432,0.49,63132,51712,44361,39117,44.41,0.49,0.0049,44.41,0.44409999999999994,4.59
2025-11-09,88079,19487,430,0.49,64299,52707,45093,39915,45.32,0.49,0.0049,45.32,0.4532,4.52
2025-11-10,59398,13679,416,0.7,46484,39764,35028,32123,54.08,0.7,0.006999999999999999,54.08,0.5408,4.34
2025-11-11,97811,42137,374,0.38,84797,82268,80694,79883,81.67,0.38,0.0038,81.67,0.8167,2.32
2025-11-12,94341,41554,704,0.75,80532,79282,78313,77763,82.43,0.75,0.0075,82.43,0.8243,2.27
2025-11-13,92641,39554,703,0.76,80118,79019,78371,77850,84.03,0.76,0.0076,84.03,0.8403,2.34
2025-11-14,92640,40864,713,0.77,78732,77478,76616,76067,82.11,0.77,0.0077,82.11,0.8210999999999999,2.27
2025-11-15,204418,71297,5,0.0,172086,169878,168534,167624,82.0,0.0,0.0,82.0,0.82,2.87
2025-11-16,95000,44512,315,0.33,77969,76540,75644,75180,79.14,0.33,0.0033,79.14,0.7914,2.13
2025-11-17,133516,57939,736,0.55,115487,113942,112999,112313,84.12,0.55,0.0055000000000000005,84.12,0.8412000000000001,2.3
2025-11-18,273504,81293,1347,0.49,230214,212501,201753,192902,70.53,0.49,0.0049,70.53,0.7053,3.36
2025-11-19,158906,49383,2168,1.36,138180,130783,128130,125721,79.12,1.36,0.013600000000000001,79.12,0.7912,3.22
2025-11-20,165343,50903,2380,1.44,136322,126592,121984,118734,71.81,1.44,0.0144,71.81,0.7181000000000001,3.25
2025-11-21,115046,49256,2236,1.94,99296,93818,91463,89674,77.95,1.94,0.0194,77.95,0.7795000000000001,2.34
2025-11-22,163491,51894,2141,1.31,141858,132066,128895,126826,77.57,1.31,0.0131,77.57,0.7757,3.15
2025-11-23,316519,91151,1952,0.62,278958,259946,250870,234820,74.19,0.62,0.0062,74.19,0.7419,3.47
,2827218,855569,21715,0.77,2360554,2197807,2103634,2026908,71.69,0.77,0.0077,71.69,0.7169,3.3
