date,impressions,uniques,clicks,CTR,Просмотр 1/4,Просмотр 1/2,Просмотр 3/4,Досмотр,VTR,ctr_percent,ctr_ratio,vtr_percent,vtr_ratio,freq
2025-12-01,49282,29365,631,1.28,8857,8431,8163,7892,16.01,1.28,0.0128,16.01,0.16010000000000002,1.68
2025-12-02,51999,27900,475,0.91,3067,2938,2775,2596,4.99,0.91,0.0091,4.99,0.0499,1.86
2025-12-03,52002,31085,460,0.88,7880,7580,7197,6697,12.88,0.88,0.0088,12.88,0.1288,1.67
2025-12-04,52040,32915,490,0.94,3578,3462,3274,3009,5.78,0.94,0.009399999999999999,5.78,0.057800000000000004,1.58
2025-12-05,51961,33791,452,0.87,3315,3175,3004,2756,5.3,0.87,0.0087,5.3,0.053,1.54
2025-12-06,52032,30736,515,0.99,2871,2769,2620,2418,4.65,0.99,0.009899999999999999,4.65,0.04650000000000001,1.69
2025-12-07,52002,32279,487,0.94,2259,2172,2086,1954,3.76,0.94,0.009399999999999999,3.76,0.037599999999999995,1.61
2025-12-08,34917,24079,320,0.92,1192,1153,1101,1015,2.91,0.92,0.0092,2.91,0.0291,1.45
2025-12-09,52999,33833,426,0.8,9832,9419,8880,8129,15.34,0.8,0.008,15.34,0.1534,1.57
2025-12-10,53001,32133,488,0.92,6976,6692,6324,5843,11.02,0.92,0.0092,11.02,0.11019999999999999,1.65
2025-12-11,25905,12428,217,0.84,3324,3202,3033,2766,10.68,0.84,0.0084,10.68,0.10679999999999999,2.08
2025-12-12,41179,18714,238,0.58,12983,11062,9696,8644,20.99,0.58,0.0058,20.99,0.20989999999999998,2.2
2025-12-13,54999,35103,377,0.69,12325,10266,8905,7836,14.25,0.69,0.0069,14.25,0.1425,1.57
,624318,305355,5576,0.89,78459,72321,67058,61555,9.86,0.89,0.0089,9.86,0.0986,2.04
