date,impressions,uniques,clicks,CTR,Просмотр 1/4,Просмотр 1/2,Просмотр 3/4,Досмотр,VTR,ctr_percent,ctr_ratio,vtr_percent,vtr_ratio,freq
2025-10-01,155910,35601,1890,1.21,125664,121100,117182,114033,73.14,1.21,0.0121,73.14,0.7314,4.38
2025-10-02,155356,31438,1844,1.19,146718,144033,141484,139536,89.82,1.19,0.011899999999999999,89.82,0.8981999999999999,4.94
2025-10-03,155356,35751,2446,1.57,142785,133576,126267,120050,77.27,1.57,0.015700000000000002,77.27,0.7726999999999999,4.35
2025-10-05,156878,32331,1554,0.99,148567,146522,144784,143286,91.34,0.99,0.009899999999999999,91.34,0.9134,4.85
2025-10-06,155805,23784,1262,0.81,149649,148165,146706,145422,93.34,0.81,0.008100000000000001,93.34,0.9334,6.55
2025-10-07,155661,21367,993,0.64,152270,151058,149776,148608,95.47,0.64,0.0064,95.47,0.9547,7.29
2025-10-08,155184,10870,604,0.39,152146,151489,150729,150062,96.7,0.39,0.0039000000000000003,96.7,0.9670000000000001,14.28
2025-10-09,155113,15373,692,0.45,152769,151803,150833,149874,96.62,0.45,0.0045000000000000005,96.62,0.9662000000000001,10.09
2025-10-10,155083,12095,600,0.39,152928,152162,151405,150656,97.15,0.39,0.0039000000000000003,97.15,0.9715,12.82
2025-10-11,155068,11890,540,0.35,152902,152231,151519,150851,97.28,0.35,0.0034999999999999996,97.28,0.9728,13.04
2025-10-12,155139,13590,636,0.41,152858,152158,151421,150615,97.08,0.41,0.0040999999999999995,97.08,0.9708,11.42
2025-10-13,155089,11385,568,0.37,152401,151593,150869,150097,96.78,0.37,0.0037,96.78,0.9678,13.62
2025-10-14,223453,43890,1399,0.63,217286,213017,209682,207477,92.85,0.63,0.0063,92.85,0.9285,5.09
2025-10-15,165566,33135,1409,0.85,161954,159512,157254,154898,93.56,0.85,0.0085,93.56,0.9356,5.0
2025-10-16,95665,47493,974,1.02,89083,83350,79070,75544,78.97,1.02,0.0102,78.97,0.7897,2.01
2025-10-17,85662,37842,893,1.04,80755,76524,72900,69915,81.62,1.04,0.0104,81.62,0.8162,2.26
2025-10-18,88722,35246,917,1.03,84429,80581,77698,75159,84.71,1.03,0.0103,84.71,0.8471,2.52
2025-10-19,170539,79806,1950,1.14,159706,153383,150198,147347,86.4,1.14,0.011399999999999999,86.4,0.8640000000000001,2.14
2025-10-20,165034,76658,2274,1.38,155501,148138,143568,139023,84.24,1.38,0.0138,84.24,0.8423999999999999,2.15
2025-10-21,190514,91123,2461,1.29,210246,152268,146878,142356,74.72,1.29,0.0129,74.72,0.7472,2.09
2025-10-22,163806,84268,2339,1.43,153449,145804,141078,136752,83.48,1.43,0.0143,83.48,0.8348,1.94
2025-10-23,185240,43276,2135,1.15,168700,157581,145828,138874,74.97,1.15,0.0115,74.97,0.7497,4.28
2025-10-24,162421,34095,1460,0.9,150494,142005,132834,127004,78.19,0.9,0.009000000000000001,78.19,0.7818999999999999,4.76
2025-10-25,144286,29369,1935,1.34,131138,122543,113650,108148,74.95,1.34,0.0134,74.95,0.7495,4.91
2025-10-26,176179,44901,1286,0.73,165534,158068,150567,145396,82.53,0.73,0.0073,82.53,0.8253,3.92
2025-10-27,219046,53938,1220,0.56,203468,192531,182189,174818,79.81,0.56,0.005600000000000001,79.81,0.7981,4.06
2025-10-28,181209,48140,1077,0.59,164825,153167,142539,135196,74.61,0.59,0.0059,74.61,0.7461,3.76
2025-10-29,130234,35580,355,0.27,117778,109498,102418,97122,74.57,0.27,0.0027,74.57,0.7456999999999999,3.66
2025-10-30,135470,33104,446,0.33,120196,110995,103279,97504,71.97,0.33,0.0033,71.97,0.7197,4.09
2025-10-31,218691,59155,1147,0.52,195353,180921,167099,156357,71.5,0.52,0.0052,71.5,0.715,3.7
,4767379,1096586,39306,0.82,4511552,4295776,4151704,4041980,84.78,0.82,0.008199999999999999,84.78,0.8478,4.35
