date,impressions,uniques,clicks,CTR,Просмотр 1/4,Просмотр 1/2,Просмотр 3/4,Досмотр,VTR,ctr_percent,ctr_ratio,vtr_percent,vtr_ratio,freq
2025-11-14,93560,53358,931,1.0,76124,71875,68111,66537,71.12,1.0,0.01,71.12,0.7112,1.75
2025-11-15,90903,60799,1105,1.22,75567,72491,69946,68362,75.2,1.22,0.012199999999999999,75.2,0.752,1.5
2025-11-16,90427,60385,998,1.1,76884,73826,70308,68568,75.83,1.1,0.011000000000000001,75.83,0.7583,1.5
2025-11-17,96955,68553,1011,1.04,82162,79627,76500,74195,76.53,1.04,0.0104,76.53,0.7653,1.41
2025-11-18,90478,75087,873,0.96,75995,72831,70586,69584,76.91,0.96,0.0096,76.91,0.7691,1.2
2025-11-19,64993,54473,593,0.91,53979,51587,49396,48334,74.37,0.91,0.0091,74.37,0.7437,1.19
2025-11-20,73968,51810,385,0.52,41492,39395,37368,36387,49.19,0.52,0.0052,49.19,0.4919,1.43
2025-11-21,85170,69862,593,0.7,62237,60620,58575,57862,67.94,0.7,0.006999999999999999,67.94,0.6794,1.22
2025-11-22,83998,67133,627,0.75,59119,57508,55450,53930,64.2,0.75,0.0075,64.2,0.642,1.25
2025-11-23,83497,67871,648,0.78,59394,57430,55437,54370,65.12,0.78,0.0078000000000000005,65.12,0.6512,1.23
2025-11-24,96649,71050,499,0.52,54264,51426,48996,48014,49.68,0.52,0.0052,49.68,0.4968,1.36
2025-11-25,95404,68812,766,0.8,60335,57166,54801,53625,56.21,0.8,0.008,56.21,0.5621,1.39
2025-11-26,97577,70968,778,0.8,61738,57844,55117,53841,55.18,0.8,0.008,55.18,0.5518,1.37
2025-11-27,92230,72460,927,1.01,66495,63353,60358,58803,63.76,1.01,0.0101,63.76,0.6376,1.27
2025-11-28,86128,70473,693,0.8,65727,62703,59848,58510,67.93,0.8,0.008,67.93,0.6793,1.22
2025-11-29,76352,68267,505,0.66,61776,59639,56758,55730,72.99,0.66,0.0066,72.99,0.7299,1.12
2025-11-30,121585,104570,511,0.42,76982,72946,67291,61999,50.99,0.42,0.0042,50.99,0.5099,1.16
,1519874,1116410,12443,0.82,1110270,1062267,1014846,988651,65.05,0.82,0.008199999999999999,65.05,0.6505,1.36
