date,impressions,uniques,clicks,CTR,Просмотр 1/4,Просмотр 1/2,Просмотр 3/4,Досмотр,VTR,ctr_percent,ctr_ratio,vtr_percent,vtr_ratio,freq
2025-11-07,46322,27222,748,1.61,44366,43093,42285,38875,83.92,1.61,0.0161,83.92,0.8392000000000001,1.7
2025-11-08,46132,32424,670,1.45,43910,42609,41744,38876,84.27,1.45,0.014499999999999999,84.27,0.8427,1.42
2025-11-09,46248,31857,642,1.39,43850,42422,41469,37989,82.14,1.39,0.0139,82.14,0.8214,1.45
2025-11-10,45999,28134,523,1.14,43639,42652,42364,39818,86.56,1.14,0.011399999999999999,86.56,0.8656,1.63
2025-11-11,45834,28746,276,0.6,44176,43759,43184,41218,89.93,0.6,0.006,89.93,0.8993000000000001,1.59
2025-11-12,46015,27557,242,0.53,44207,43675,43219,41934,91.13,0.53,0.0053,91.13,0.9113,1.67
2025-11-13,45978,26814,242,0.53,44101,43563,43122,41888,91.1,0.53,0.0053,91.1,0.9109999999999999,1.71
2025-11-14,46036,28064,234,0.51,43651,43137,42598,41125,89.33,0.51,0.0051,89.33,0.8933,1.64
2025-11-15,45980,25825,248,0.54,43763,43323,42831,41544,90.35,0.54,0.0054,90.35,0.9035,1.78
2025-11-16,45745,23343,264,0.58,44145,43857,43467,42660,93.26,0.58,0.0058,93.26,0.9326000000000001,1.96
2025-11-17,46199,25573,225,0.49,44290,43877,43521,42383,91.74,0.49,0.0049,91.74,0.9174,1.81
2025-11-18,45808,25164,295,0.64,44644,44233,43848,42652,93.11,0.64,0.0064,93.11,0.9311,1.82
2025-11-19,36127,22137,142,0.39,33767,33426,33094,30959,85.69,0.39,0.0039000000000000003,85.69,0.8569,1.63
2025-11-20,45229,29201,191,0.42,41725,41265,40873,38778,85.74,0.42,0.0042,85.74,0.8573999999999999,1.55
2025-11-21,44883,29144,220,0.49,41256,40969,40481,38468,85.71,0.49,0.0049,85.71,0.8571,1.54
2025-11-22,44668,29146,204,0.46,41510,41209,40752,39260,87.89,0.46,0.0046,87.89,0.8789,1.53
2025-11-23,43549,28737,328,0.75,40661,40283,39695,38291,87.93,0.75,0.0075,87.93,0.8793000000000001,1.52
2025-11-24,43834,28332,378,0.86,41456,40979,40499,38774,88.46,0.86,0.0086,88.46,0.8845999999999999,1.55
2025-11-25,50952,23830,319,0.63,48698,48032,47677,42795,83.99,0.63,0.0063,83.99,0.8399,2.14
2025-11-26,50156,15501,438,0.87,45743,45040,44482,41366,82.47,0.87,0.0087,82.47,0.8247,3.24
2025-11-27,50114,14834,259,0.52,48603,47902,47254,43040,85.88,0.52,0.0052,85.88,0.8588,3.38
2025-11-28,50006,14662,357,0.71,47379,46714,46210,43151,86.29,0.71,0.0070999999999999995,86.29,0.8629000000000001,3.41
2025-11-29,50002,14300,286,0.57,48127,47516,46978,35577,71.15,0.57,0.005699999999999999,71.15,0.7115,3.5
2025-11-30,38629,9967,205,0.53,37645,37223,36832,28376,73.46,0.53,0.0053,73.46,0.7345999999999999,3.88
,1100445,482881,7936,0.72,1045312,1030758,1018479,949797,86.31,0.72,0.0072,86.31,0.8631,2.28
