date,impressions,uniques,clicks,CTR,Просмотр 1/4,Просмотр 1/2,Просмотр 3/4,Досмотр,VTR,ctr_percent,ctr_ratio,vtr_percent,vtr_ratio,freq
2025-12-01,3699,924,136,3.68,2826,2754,2681,2609,70.53,3.68,0.0368,70.53,0.7053,4.0
2025-12-02,5820,2549,180,3.09,4034,3929,3839,3735,64.18,3.09,0.030899999999999997,64.18,0.6418,2.28
2025-12-03,7220,2839,187,2.59,5092,4935,4814,4681,64.83,2.59,0.0259,64.83,0.6483,2.54
2025-12-04,6930,2881,186,2.68,5162,5022,4910,4805,69.34,2.68,0.0268,69.34,0.6934,2.41
2025-12-05,5635,1506,141,2.5,4538,4436,4360,4275,75.87,2.5,0.025,75.87,0.7587,3.74
2025-12-06,3835,478,72,1.88,3353,3306,3272,3232,84.28,1.88,0.018799999999999997,84.28,0.8428,8.02
2025-12-07,4656,652,99,2.13,3985,3942,3908,3872,83.16,2.13,0.0213,83.16,0.8316,7.14
2025-12-08,2501,279,48,1.92,2016,1991,1967,1946,77.81,1.92,0.0192,77.81,0.7781,8.96
2025-12-09,18454,2962,32,0.17,11629,9834,9322,8859,48.01,0.17,0.0017000000000000001,48.01,0.48009999999999997,6.23
2025-12-10,65755,20732,211,0.32,44578,39535,37387,34532,52.52,0.32,0.0032,52.52,0.5252,3.17
2025-12-11,13571,2163,213,1.57,9329,9169,9067,9045,66.65,1.57,0.015700000000000002,66.65,0.6665000000000001,6.27
2025-12-12,12303,2014,228,1.85,8011,7866,7777,7754,63.03,1.85,0.018500000000000003,63.03,0.6303,6.11
2025-12-13,11028,1487,214,1.94,7446,7369,7321,7307,66.26,1.94,0.0194,66.26,0.6626000000000001,7.42
,161407,41257,1947,1.21,111999,104088,100625,96652,59.88,1.21,0.0121,59.88,0.5988,3.91
