date,impressions,uniques,clicks,CTR,Просмотр 1/4,Просмотр 1/2,Просмотр 3/4,Досмотр,VTR,ctr_percent,ctr_ratio,vtr_percent,vtr_ratio,freq
2025-12-01,60152,30089,634,1.05,28808,27885,27342,26892,44.71,1.05,0.0105,44.71,0.4471,2.0
2025-12-02,60169,30320,703,1.17,29204,28330,27895,27414,45.56,1.17,0.011699999999999999,45.56,0.4556,1.98
2025-12-03,60079,30605,657,1.09,29010,28109,27579,27122,45.14,1.09,0.0109,45.14,0.4514,1.96
2025-12-04,60104,31753,563,0.94,28666,27667,26956,26215,43.62,0.94,0.009399999999999999,43.62,0.4362,1.89
2025-12-05,59970,29769,560,0.93,27839,25808,24537,23142,38.59,0.93,0.009300000000000001,38.59,0.3859,2.01
2025-12-06,54696,25195,504,0.92,25114,21879,19685,17281,31.59,0.92,0.0092,31.59,0.3159,2.17
2025-12-07,56132,26720,515,0.92,26285,22989,20717,18311,32.62,0.92,0.0092,32.62,0.3262,2.1
2025-12-08,37337,18133,488,1.31,17853,15680,14194,12755,34.16,1.31,0.0131,34.16,0.34159999999999996,2.06
2025-12-09,60030,29425,503,0.84,28382,25004,22620,18227,30.36,0.84,0.0084,30.36,0.3036,2.04
2025-12-10,60049,29218,510,0.85,27837,24615,22416,17751,29.56,0.85,0.0085,29.56,0.2956,2.06
2025-12-11,60141,29179,505,0.84,28562,25416,23137,18783,31.23,0.84,0.0084,31.23,0.3123,2.06
2025-12-12,60026,29209,510,0.85,28204,24964,22711,18050,30.07,0.85,0.0085,30.07,0.3007,2.06
2025-12-13,48357,23150,508,1.05,22419,19406,17450,12551,25.95,1.05,0.0105,25.95,0.2595,2.09
,737242,348864,7160,0.97,348183,317752,297239,264494,35.88,0.97,0.0097,35.88,0.3588,2.11
