date,impressions,uniques,clicks,CTR,Просмотр 1/4,Просмотр 1/2,Просмотр 3/4,Досмотр,VTR,ctr_percent,ctr_ratio,vtr_percent,vtr_ratio,freq
2025-11-01,102348,58675,1486,1.45,81475,77785,73462,69779,68.18,1.45,0.014499999999999999,68.18,0.6818000000000001,1.74
2025-11-02,103234,45999,1037,1.0,43916,41425,38719,36271,35.13,1.0,0.01,35.13,0.3513,2.24
2025-11-03,102898,44929,979,0.95,43878,41125,38403,35916,34.9,0.95,0.0095,34.9,0.349,2.29
2025-11-04,103160,45456,958,0.93,43186,40695,38214,36178,35.07,0.93,0.009300000000000001,35.07,0.3507,2.27
2025-11-05,203716,91613,1777,0.87,86097,81369,76703,72576,35.63,0.87,0.0087,35.63,0.3563,2.22
2025-11-06,221995,98339,1978,0.89,190867,180766,170811,162314,73.12,0.89,0.0089,73.12,0.7312000000000001,2.26
2025-11-07,220929,98039,2034,0.92,190450,181413,172054,163639,74.07,0.92,0.0092,74.07,0.7406999999999999,2.25
2025-11-08,220822,99264,2048,0.93,188716,179429,168181,160560,72.71,0.93,0.009300000000000001,72.71,0.7271,2.22
2025-11-09,220931,99707,1990,0.9,189666,180175,168073,160145,72.49,0.9,0.009000000000000001,72.49,0.7249,2.22
2025-11-10,220647,98284,1956,0.89,187935,178395,166534,158425,71.8,0.89,0.0089,71.8,0.718,2.24
2025-11-11,220756,96088,1677,0.76,184271,173813,161592,153474,69.52,0.76,0.0076,69.52,0.6951999999999999,2.3
2025-11-12,220928,101253,1783,0.81,184043,172623,158504,149861,67.83,0.81,0.008100000000000001,67.83,0.6783,2.18
2025-11-13,168632,100177,2149,1.27,132336,126276,119913,114712,68.03,1.27,0.0127,68.03,0.6803,1.68
2025-11-14,187206,118417,2015,1.08,148451,141032,134069,128481,68.63,1.08,0.0108,68.63,0.6862999999999999,1.58
2025-11-15,219806,147229,1768,0.8,180005,170016,160740,153188,69.69,0.8,0.008,69.69,0.6969,1.49
2025-11-16,220870,147008,1801,0.82,180427,170853,161998,154946,70.15,0.82,0.008199999999999999,70.15,0.7015,1.5
2025-11-17,239434,154311,1839,0.77,196479,185289,174810,165790,69.24,0.77,0.0077,69.24,0.6923999999999999,1.55
2025-11-18,219924,147164,2837,1.29,161588,151657,142795,135270,61.51,1.29,0.0129,61.51,0.6151,1.49
2025-11-19,202665,136686,2490,1.23,152184,143502,135972,129222,63.76,1.23,0.0123,63.76,0.6376,1.48
2025-11-20,219305,145247,2485,1.13,167517,157499,148804,141145,64.36,1.13,0.0113,64.36,0.6436,1.51
2025-11-21,215573,148959,2531,1.17,161679,152444,144431,136796,63.46,1.17,0.011699999999999999,63.46,0.6346,1.45
2025-11-22,229099,157810,2521,1.1,175456,165263,156203,147994,64.6,1.1,0.011000000000000001,64.6,0.6459999999999999,1.45
2025-11-23,220233,151697,2549,1.16,167863,157514,148342,140597,63.84,1.16,0.0116,63.84,0.6384000000000001,1.45
2025-11-24,169650,113616,2443,1.44,121410,114719,108407,103107,60.78,1.44,0.0144,60.78,0.6078,1.49
2025-11-25,5335,4207,137,2.57,3273,3113,2948,2841,53.25,2.57,0.025699999999999997,53.25,0.5325,1.27
2025-11-26,9724,7555,148,1.52,7488,7106,6722,6473,66.57,1.52,0.0152,66.57,0.6657,1.29
2025-11-27,9654,7452,148,1.53,7285,6908,6564,6336,65.63,1.53,0.015300000000000001,65.63,0.6563,1.3
2025-11-28,9856,7794,140,1.42,7521,7258,6905,6748,68.47,1.42,0.014199999999999999,68.47,0.6847,1.26
2025-11-29,10005,6741,87,0.87,8681,8579,8450,8396,83.92,0.87,0.0087,83.92,0.8392000000000001,1.48
2025-11-30,15690,9216,115,0.73,13903,13687,13483,13394,85.37,0.73,0.0073,85.37,0.8537,1.7
,4735025,2553563,47906,1.01,3608046,3411728,3212806,3054574,64.51,1.01,0.0101,64.51,0.6451,1.85
