date,impressions,uniques,clicks,CTR,Просмотр 1/4,Просмотр 1/2,Просмотр 3/4,Досмотр,VTR,ctr_percent,ctr_ratio,vtr_percent,vtr_ratio,freq
2025-11-01,88432,62435,1795,2.03,1,1,1,1,0.0,2.03,0.0203,0.0,0.0,1.42
2025-11-02,140072,97576,1923,1.37,0,0,0,0,0.0,1.37,0.0137,0.0,0.0,1.44
2025-11-03,41549,25917,1650,3.97,0,0,0,0,0.0,3.97,0.0397,0.0,0.0,1.6
2025-11-04,140466,40757,1869,1.33,1,1,1,1,0.0,1.33,0.013300000000000001,0.0,0.0,3.45
2025-11-05,143789,56464,1782,1.24,45836,42404,39632,37231,25.89,1.24,0.0124,25.89,0.2589,2.55
2025-11-06,142057,83942,1734,1.22,46603,42648,39387,36556,25.73,1.22,0.012199999999999999,25.73,0.25730000000000003,1.69
2025-11-07,149089,92147,1747,1.17,48686,44672,41253,38371,25.74,1.17,0.011699999999999999,25.74,0.25739999999999996,1.62
2025-11-08,149045,98038,1775,1.19,51011,46960,43421,40445,27.14,1.19,0.011899999999999999,27.14,0.27140000000000003,1.52
2025-11-09,149052,97941,1807,1.21,50763,46584,43028,39976,26.82,1.21,0.0121,26.82,0.2682,1.52
2025-11-10,149056,97803,1764,1.18,49437,45351,41890,38895,26.09,1.18,0.0118,26.09,0.2609,1.52
2025-11-11,149150,96276,1753,1.18,48813,44824,41377,38443,25.77,1.18,0.0118,25.77,0.2577,1.55
2025-11-12,149024,85532,1781,1.2,48180,44036,40413,37197,24.96,1.2,0.012,24.96,0.24960000000000002,1.74
2025-11-13,149025,118563,1739,1.17,49611,45141,41465,38225,25.65,1.17,0.011699999999999999,25.65,0.2565,1.26
2025-11-14,149829,119080,1761,1.18,50756,46440,42528,39279,26.22,1.18,0.0118,26.22,0.2622,1.26
2025-11-15,147958,117877,1758,1.19,49970,45593,41857,38586,26.08,1.19,0.011899999999999999,26.08,0.2608,1.26
2025-11-16,147952,115457,1754,1.19,50207,45912,41969,38790,26.22,1.19,0.011899999999999999,26.22,0.2622,1.28
,2185545,1369200,28392,1.3,589875,540567,498222,461996,21.14,1.3,0.013000000000000001,21.14,0.2114,1.6
