date,impressions,uniques,clicks,CTR,Просмотр 1/4,Просмотр 1/2,Просмотр 3/4,Досмотр,VTR,ctr_percent,ctr_ratio,vtr_percent,vtr_ratio,freq
2025-12-01,7410,2889,179,2.42,3597,3542,3475,3405,45.95,2.42,0.0242,45.95,0.4595,2.56
2025-12-02,6025,2297,158,2.62,3004,2923,2856,2755,45.73,2.62,0.0262,45.73,0.4573,2.62
2025-12-03,9551,2885,196,2.05,4861,4790,4715,4622,48.39,2.05,0.020499999999999997,48.39,0.4839,3.31
2025-12-04,7370,2566,135,1.83,3475,3391,3321,3110,42.2,1.83,0.0183,42.2,0.42200000000000004,2.87
2025-12-05,6081,2459,113,1.86,2870,2808,2746,2608,42.89,1.86,0.018600000000000002,42.89,0.4289,2.47
2025-12-06,4707,1265,102,2.17,2341,2200,2069,1949,41.41,2.17,0.0217,41.41,0.41409999999999997,3.72
2025-12-07,4674,1236,119,2.55,2420,2297,2207,2123,45.42,2.55,0.0255,45.42,0.4542,3.78
2025-12-08,4598,1045,110,2.39,2326,2227,2136,2035,44.26,2.39,0.0239,44.26,0.4426,4.4
2025-12-09,4536,1036,102,2.25,2220,2055,1901,1774,39.11,2.25,0.0225,39.11,0.3911,4.38
2025-12-10,4636,1112,94,2.03,2378,2206,2075,1946,41.98,2.03,0.0203,41.98,0.41979999999999995,4.17
2025-12-11,4565,1047,93,2.04,2287,2127,2012,1896,41.53,2.04,0.0204,41.53,0.4153,4.36
2025-12-12,4733,1280,116,2.45,2454,2242,2095,1960,41.41,2.45,0.0245,41.41,0.41409999999999997,3.7
2025-12-13,4966,1470,115,2.32,2737,2579,2448,2298,46.27,2.32,0.0232,46.27,0.46270000000000006,3.38
,73852,22179,1632,2.21,36970,35387,34056,32481,43.98,2.21,0.022099999999999998,43.98,0.43979999999999997,3.33
