date,impressions,uniques,clicks,CTR,Просмотр 1/4,Просмотр 1/2,Просмотр 3/4,Досмотр,VTR,ctr_percent,ctr_ratio,vtr_percent,vtr_ratio,freq
2024-11-26,57,57,3605,6324.56,0,0,0,0,0.0,6324.56,63.2456,0.0,0.0,1.0
2024-11-27,93,93,5511,5925.81,0,0,0,0,0.0,5925.81,59.258100000000006,0.0,0.0,1.0
2024-11-28,106,106,5777,5450.0,0,0,0,0,0.0,5450.0,54.5,0.0,0.0,1.0
2024-11-29,89,89,4770,5359.55,0,0,0,0,0.0,5359.55,53.5955,0.0,0.0,1.0
2024-11-30,32,32,4957,15490.63,0,0,0,0,0.0,15490.63,154.9063,0.0,0.0,1.0
2024-12-02,0,0,1310,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2024-12-03,0,0,2525,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2024-12-04,0,0,2575,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2024-12-05,0,0,4591,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2024-12-06,0,0,6848,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2024-12-07,0,0,6111,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2024-12-08,0,0,5687,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2024-12-09,0,0,6611,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2024-12-10,0,0,6652,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2024-12-11,0,0,6083,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2024-12-12,0,0,4716,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2024-12-13,7,2,4907,70100.0,3,3,3,3,42.86,70100.0,701.0,42.86,0.4286,3.5
2024-12-14,0,0,5474,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2024-12-15,0,0,5274,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2024-12-16,0,0,4608,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2024-12-17,0,0,3997,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2024-12-18,0,0,5792,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2024-12-19,0,0,4715,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2024-12-20,0,0,5797,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2024-12-21,0,0,4905,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2024-12-22,0,0,4787,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2024-12-23,0,0,5362,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2024-12-24,0,0,4094,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2024-12-25,135,135,5915,4381.48,0,0,0,0,0.0,4381.48,43.8148,0.0,0.0,1.0
2024-12-26,103,103,4122,4001.94,0,0,0,0,0.0,4001.94,40.0194,0.0,0.0,1.0
2024-12-27,144,144,5130,3562.5,0,0,0,0,0.0,3562.5,35.625,0.0,0.0,1.0
2024-12-28,150,150,4673,3115.33,0,0,0,0,0.0,3115.33,31.153299999999998,0.0,0.0,1.0
2024-12-29,0,0,3743,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2024-12-30,0,0,4844,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2024-12-31,0,0,4037,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2025-01-01,0,0,465,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2025-01-02,0,0,456,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2025-01-03,0,0,452,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2025-01-04,0,0,471,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2025-01-05,0,0,372,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2025-01-06,0,0,254,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2025-01-07,0,0,256,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2025-01-08,0,0,415,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2025-01-09,0,0,438,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2025-01-10,0,0,649,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2025-01-11,0,0,845,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
2025-01-12,0,0,696,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
