date,impressions,uniques,clicks,CTR,Просмотр 1/4,Просмотр 1/2,Просмотр 3/4,Досмотр,VTR,ctr_percent,ctr_ratio,vtr_percent,vtr_ratio,freq
2025-11-01,23091,7958,243,1.05,7940,5869,4648,3781,16.37,1.05,0.0105,16.37,0.1637,2.9
2025-11-02,21962,12727,331,1.51,13828,10015,7839,6340,28.87,1.51,0.0151,28.87,0.2887,1.73
2025-11-03,21956,11995,311,1.42,13933,10184,7937,6416,29.22,1.42,0.014199999999999999,29.22,0.2922,1.83
2025-11-04,21924,11590,307,1.4,13969,10265,8069,6567,29.95,1.4,0.013999999999999999,29.95,0.2995,1.89
2025-11-05,22369,11765,224,1.0,15070,13471,12502,11816,52.82,1.0,0.01,52.82,0.5282,1.9
2025-11-06,22633,13211,181,0.8,19399,19056,18862,18689,82.57,0.8,0.008,82.57,0.8256999999999999,1.71
2025-11-07,11669,6088,171,1.47,10028,9871,9745,9683,82.98,1.47,0.0147,82.98,0.8298000000000001,1.92
2025-11-08,11748,6117,174,1.48,10197,10194,10090,9998,85.1,1.48,0.0148,85.1,0.851,1.92
2025-11-09,11758,6126,170,1.45,10185,9995,9882,9780,83.18,1.45,0.014499999999999999,83.18,0.8318000000000001,1.92
2025-11-10,19026,9382,171,0.9,16894,16628,16447,16396,86.18,0.9,0.009000000000000001,86.18,0.8618000000000001,2.03
2025-11-11,18983,8786,171,0.9,16521,16376,16239,16111,84.87,0.9,0.009000000000000001,84.87,0.8487,2.16
2025-11-12,20118,9235,172,0.85,17133,16851,16598,16458,81.81,0.85,0.0085,81.81,0.8181,2.18
2025-11-13,22850,11808,182,0.8,19404,19130,18932,18827,82.39,0.8,0.008,82.39,0.8239,1.94
2025-11-14,24164,12055,175,0.72,20575,20267,20070,19947,82.55,0.72,0.0072,82.55,0.8255,2.0
2025-11-15,1961,1058,193,9.84,1693,1659,1621,1565,79.81,9.84,0.0984,79.81,0.7981,1.85
2025-11-16,1164,985,172,14.78,938,910,871,824,70.79,14.78,0.1478,70.79,0.7079000000000001,1.18
2025-11-17,1858,943,176,9.47,1606,1578,1534,1495,80.46,9.47,0.0947,80.46,0.8046,1.97
2025-11-18,172030,31113,712,0.41,135506,120908,117136,114149,66.35,0.41,0.0040999999999999995,66.35,0.6635,5.53
2025-11-19,79896,19353,152,0.19,61765,49968,48771,48015,60.1,0.19,0.0019,60.1,0.601,4.13
2025-11-20,49931,16539,502,1.01,46088,44559,43314,42742,85.6,1.01,0.0101,85.6,0.856,3.02
2025-11-21,44969,17263,474,1.05,40857,39513,38547,37410,83.19,1.05,0.0105,83.19,0.8319,2.6
2025-11-22,58346,20951,522,0.89,52319,49252,48956,48247,82.69,0.89,0.0089,82.69,0.8269,2.78
2025-11-23,68120,24649,555,0.81,61890,58870,57935,55324,81.22,0.81,0.008100000000000001,81.22,0.8122,2.76
,752526,262940,6441,0.86,607738,555389,536545,520580,69.18,0.86,0.0086,69.18,0.6918000000000001,2.86
