date,impressions,uniques,clicks,CTR,Просмотр 1/4,Просмотр 1/2,Просмотр 3/4,Досмотр,VTR,ctr_percent,ctr_ratio,vtr_percent,vtr_ratio,freq
2025-11-05,332599,71064,3353,1.01,310807,295072,287159,282026,84.79,1.01,0.0101,84.79,0.8479000000000001,4.68
2025-11-06,320611,78720,3519,1.1,303565,289194,280900,276303,86.18,1.1,0.011000000000000001,86.18,0.8618000000000001,4.07
2025-11-07,320763,109030,2970,0.93,301296,289764,282312,278018,86.67,0.93,0.009300000000000001,86.67,0.8667,2.94
2025-11-08,322073,170843,1380,0.43,298627,288604,280462,278327,86.42,0.43,0.0043,86.42,0.8642,1.89
2025-11-09,322554,185294,1156,0.36,299343,291492,283914,278075,86.21,0.36,0.0036,86.21,0.8621,1.74
2025-11-10,321300,181809,1153,0.36,299922,288803,284650,280354,87.26,0.36,0.0036,87.26,0.8726,1.77
2025-11-11,326335,176140,779,0.24,303926,298837,283914,280386,85.92,0.24,0.0024,85.92,0.8592,1.85
2025-11-12,319982,184145,984,0.31,298302,293333,283560,280165,87.56,0.31,0.0031,87.56,0.8756,1.74
2025-11-13,278947,144051,790,0.28,258317,253624,244842,242026,86.76,0.28,0.0028000000000000004,86.76,0.8676,1.94
2025-11-14,327227,149718,838,0.26,295601,275539,251593,247743,75.71,0.26,0.0026,75.71,0.7570999999999999,2.19
2025-11-15,308085,174115,694,0.23,279147,271175,262771,258532,83.92,0.23,0.0023,83.92,0.8392000000000001,1.77
,3500476,1538855,17616,0.5,3248853,3135437,3026077,2981955,85.19,0.5,0.005,85.19,0.8519,2.27
