date,impressions,uniques,clicks,CTR,Просмотр 1/4,Просмотр 1/2,Просмотр 3/4,Досмотр,VTR,ctr_percent,ctr_ratio,vtr_percent,vtr_ratio,freq
2025-11-18,84563,49975,1719,2.03,34085,29246,26160,23712,28.04,2.03,0.0203,28.04,0.2804,1.69
2025-11-19,77190,47648,1078,1.4,33656,28158,24699,22144,28.69,1.4,0.013999999999999999,28.69,0.2869,1.62
2025-11-20,120004,67383,1129,0.94,40320,33437,28921,25886,21.57,0.94,0.009399999999999999,21.57,0.2157,1.78
2025-11-21,120001,71076,1156,0.96,41965,34493,29901,26638,22.2,0.96,0.0096,22.2,0.222,1.69
2025-11-22,120025,65377,1212,1.01,38716,32196,27950,25015,20.84,1.01,0.0101,20.84,0.2084,1.84
2025-11-23,125134,67563,1185,0.95,40338,33159,28807,25489,20.37,0.95,0.0095,20.37,0.20370000000000002,1.85
2025-11-24,127488,66946,1217,0.95,40906,33878,29291,26159,20.52,0.95,0.0095,20.52,0.2052,1.9
2025-11-25,125088,65299,1305,1.04,41031,33988,29718,26570,21.24,1.04,0.0104,21.24,0.21239999999999998,1.92
2025-11-26,124682,65339,1277,1.02,40828,33821,29478,26274,21.07,1.02,0.0102,21.07,0.2107,1.91
2025-11-27,125022,66763,1245,1.0,41386,34222,29851,26650,21.32,1.0,0.01,21.32,0.2132,1.87
2025-11-28,124687,64508,1237,0.99,40756,33907,29741,26795,21.49,0.99,0.009899999999999999,21.49,0.21489999999999998,1.93
2025-11-29,123887,63613,1103,0.89,39968,32955,28842,25945,20.94,0.89,0.0089,20.94,0.2094,1.95
2025-11-30,103419,50819,714,0.69,32263,26509,23293,20939,20.25,0.69,0.0069,20.25,0.2025,2.04
,1501190,796113,15577,1.04,506218,419969,366652,328216,21.86,1.04,0.0104,21.86,0.2186,1.89
