date,impressions,uniques,clicks,CTR,Просмотр 1/4,Просмотр 1/2,Просмотр 3/4,Досмотр,VTR,ctr_percent,ctr_ratio,vtr_percent,vtr_ratio,freq
2025-11-01,23004,8821,474,2.06,0,0,0,0,0.0,2.06,0.0206,0.0,0.0,2.61
2025-11-02,23638,4293,443,1.87,0,0,0,0,0.0,1.87,0.0187,0.0,0.0,5.51
2025-11-03,22720,4066,325,1.43,0,0,0,0,0.0,1.43,0.0143,0.0,0.0,5.59
2025-11-04,22532,4013,282,1.25,0,0,0,0,0.0,1.25,0.0125,0.0,0.0,5.61
2025-11-05,22401,4259,300,1.34,0,0,0,0,0.0,1.34,0.0134,0.0,0.0,5.26
2025-11-06,25127,6254,265,1.05,800,619,478,398,1.58,1.05,0.0105,1.58,0.0158,4.02
2025-11-07,25106,10366,92,0.37,9885,7630,6313,5349,21.31,0.37,0.0037,21.31,0.21309999999999998,2.42
2025-11-08,25105,10177,97,0.39,9938,7708,6401,5407,21.54,0.39,0.0039000000000000003,21.54,0.21539999999999998,2.47
2025-11-09,25092,10461,96,0.38,9952,7859,6460,5465,21.78,0.38,0.0038,21.78,0.21780000000000002,2.4
2025-11-10,26377,12782,295,1.12,9841,7699,6399,5459,20.7,1.12,0.011200000000000002,20.7,0.207,2.06
2025-11-11,23741,8771,286,1.2,8773,7000,5863,5016,21.13,1.2,0.012,21.13,0.2113,2.71
2025-11-12,23629,6569,296,1.25,9270,7486,6406,5645,23.89,1.25,0.0125,23.89,0.2389,3.6
2025-11-13,23505,16976,304,1.29,8616,6268,4922,3945,16.78,1.29,0.0129,16.78,0.1678,1.38
2025-11-14,24032,17361,314,1.31,8838,6590,5137,4153,17.28,1.31,0.0131,17.28,0.1728,1.38
2025-11-15,23012,17019,307,1.33,8550,6308,5030,4117,17.89,1.33,0.013300000000000001,17.89,0.1789,1.35
2025-11-16,23544,16378,294,1.25,8790,6604,5269,4338,18.43,1.25,0.0125,18.43,0.1843,1.44
2025-11-17,33101,14773,310,0.94,12627,9922,8254,7007,21.17,0.94,0.009399999999999999,21.17,0.21170000000000003,2.24
,415666,169531,4780,1.15,105880,81693,66932,56299,13.54,1.15,0.0115,13.54,0.1354,2.45
