date,impressions,uniques,clicks,CTR,Просмотр 1/4,Просмотр 1/2,Просмотр 3/4,Досмотр,VTR,ctr_percent,ctr_ratio,vtr_percent,vtr_ratio,freq
2025-12-01,230084,17487,4083,1.77,197736,192434,189233,185933,80.81,1.77,0.0177,80.81,0.8081,13.16
2025-12-02,243492,20730,4049,1.66,215541,208075,204361,200793,82.46,1.66,0.0166,82.46,0.8245999999999999,11.75
2025-12-03,239562,21320,3859,1.61,211145,203270,199729,196053,81.84,1.61,0.0161,81.84,0.8184,11.24
2025-12-04,206198,18702,3993,1.94,183766,177988,174228,170436,82.66,1.94,0.0194,82.66,0.8266,11.03
2025-12-05,180301,19653,3992,2.21,163729,158735,155556,152303,84.47,2.21,0.022099999999999998,84.47,0.8447,9.17
2025-12-06,18712,10118,920,4.92,16575,15839,15347,14972,80.01,4.92,0.0492,80.01,0.8001,1.85
2025-12-07,26181,14543,1749,6.68,22892,21715,21021,20394,77.9,6.68,0.0668,77.9,0.779,1.8
2025-12-08,114290,11897,2082,1.82,94173,89876,88212,86525,75.71,1.82,0.0182,75.71,0.7570999999999999,9.61
2025-12-09,252070,94427,5123,2.03,213375,202228,197565,192962,76.55,2.03,0.0203,76.55,0.7655,2.67
2025-12-10,230792,110551,2924,1.27,202348,193673,188923,184180,79.8,1.27,0.0127,79.8,0.7979999999999999,2.09
2025-12-11,125410,79672,1480,1.18,114388,109882,107770,104635,83.43,1.18,0.0118,83.43,0.8343,1.57
2025-12-12,77870,10048,549,0.71,74937,69805,67452,65236,83.78,0.71,0.0070999999999999995,83.78,0.8378,7.75
2025-12-13,254697,13982,1162,0.46,248642,231676,226731,221581,87.0,0.46,0.0046,87.0,0.87,18.22
,2199659,425669,35965,1.64,1959247,1875196,1836128,1796003,81.65,1.64,0.016399999999999998,81.65,0.8165,5.17
