date,impressions,uniques,clicks,CTR,Просмотр 1/4,Просмотр 1/2,Просмотр 3/4,Досмотр,VTR,ctr_percent,ctr_ratio,vtr_percent,vtr_ratio,freq
2025-10-04,8812,7019,271,3.08,0,0,0,0,0.0,3.08,0.0308,0.0,0.0,1.26
2025-10-05,8321,6646,271,3.26,0,0,0,0,0.0,3.26,0.0326,0.0,0.0,1.25
2025-10-06,9041,7649,270,2.99,0,0,0,0,0.0,2.99,0.029900000000000003,0.0,0.0,1.18
2025-10-07,10193,8189,270,2.65,0,0,0,0,0.0,2.65,0.0265,0.0,0.0,1.24
2025-10-08,8800,7297,272,3.09,0,0,0,0,0.0,3.09,0.030899999999999997,0.0,0.0,1.21
2025-10-09,9277,7730,270,2.91,0,0,0,0,0.0,2.91,0.0291,0.0,0.0,1.2
2025-10-10,8879,7356,270,3.04,0,0,0,0,0.0,3.04,0.0304,0.0,0.0,1.21
2025-10-11,8160,7021,272,3.33,0,0,0,0,0.0,3.33,0.0333,0.0,0.0,1.16
2025-10-12,8486,7041,271,3.19,0,0,0,0,0.0,3.19,0.0319,0.0,0.0,1.21
2025-10-13,8936,7617,270,3.02,0,0,0,0,0.0,3.02,0.0302,0.0,0.0,1.17
2025-10-14,8737,7371,270,3.09,0,0,0,0,0.0,3.09,0.030899999999999997,0.0,0.0,1.19
2025-10-15,7688,6876,270,3.51,0,0,0,0,0.0,3.51,0.0351,0.0,0.0,1.12
2025-10-16,7643,6855,273,3.57,0,0,0,0,0.0,3.57,0.035699999999999996,0.0,0.0,1.11
2025-10-17,7980,7117,270,3.38,0,0,0,0,0.0,3.38,0.0338,0.0,0.0,1.12
2025-10-18,7490,6671,270,3.6,0,0,0,0,0.0,3.6,0.036000000000000004,0.0,0.0,1.12
2025-10-19,7775,7047,270,3.47,0,0,0,0,0.0,3.47,0.0347,0.0,0.0,1.1
2025-10-20,8564,7684,270,3.15,0,0,0,0,0.0,3.15,0.0315,0.0,0.0,1.11
2025-10-21,8109,7160,273,3.37,0,0,0,0,0.0,3.37,0.0337,0.0,0.0,1.13
2025-10-22,7302,6363,270,3.7,0,0,0,0,0.0,3.7,0.037000000000000005,0.0,0.0,1.15
2025-10-23,9853,7483,245,2.49,0,0,0,0,0.0,2.49,0.024900000000000002,0.0,0.0,1.32
2025-10-24,10276,7451,271,2.64,0,0,0,0,0.0,2.64,0.0264,0.0,0.0,1.38
2025-10-25,8434,7321,270,3.2,0,0,0,0,0.0,3.2,0.032,0.0,0.0,1.15
2025-10-26,8595,7211,272,3.16,0,0,0,0,0.0,3.16,0.0316,0.0,0.0,1.19
2025-10-27,7537,6495,273,3.62,0,0,0,0,0.0,3.62,0.0362,0.0,0.0,1.16
2025-10-28,29470,15115,487,1.65,0,0,0,0,0.0,1.65,0.0165,0.0,0.0,1.95
2025-10-29,42297,22092,618,1.46,799,763,706,634,1.5,1.46,0.0146,1.5,0.015,1.91
2025-10-30,33133,18800,478,1.44,2334,2205,2060,1870,5.64,1.44,0.0144,5.64,0.0564,1.76
2025-10-31,29971,21688,764,2.55,1311,1259,1174,1091,3.64,2.55,0.0255,3.64,0.0364,1.38
,339759,231855,8821,2.6,4444,4227,3940,3595,1.06,2.6,0.026000000000000002,1.06,0.0106,1.47
