date,impressions,uniques,clicks,CTR,Просмотр 1/4,Просмотр 1/2,Просмотр 3/4,Досмотр,VTR,ctr_percent,ctr_ratio,vtr_percent,vtr_ratio,freq
2025-12-01,22143,12408,212,0.96,0,0,0,0,0.0,0.96,0.0096,0.0,0.0,1.78
2025-12-02,26367,11835,214,0.81,0,0,0,0,0.0,0.81,0.008100000000000001,0.0,0.0,2.23
2025-12-03,25406,9178,214,0.84,0,0,0,0,0.0,0.84,0.0084,0.0,0.0,2.77
2025-12-04,17029,7777,170,1.0,1,1,1,1,0.01,1.0,0.01,0.01,0.0001,2.19
2025-12-05,23978,8710,169,0.7,0,0,0,0,0.0,0.7,0.006999999999999999,0.0,0.0,2.75
2025-12-06,23104,8147,169,0.73,0,0,0,0,0.0,0.73,0.0073,0.0,0.0,2.84
2025-12-07,22948,8590,169,0.74,0,0,0,0,0.0,0.74,0.0074,0.0,0.0,2.67
2025-12-08,16030,5730,114,0.71,0,0,0,0,0.0,0.71,0.0070999999999999995,0.0,0.0,2.8
2025-12-09,20423,7638,168,0.82,0,0,0,0,0.0,0.82,0.008199999999999999,0.0,0.0,2.67
2025-12-10,26277,9021,149,0.57,0,0,0,0,0.0,0.57,0.005699999999999999,0.0,0.0,2.91
2025-12-11,23949,9816,168,0.7,0,0,0,0,0.0,0.7,0.006999999999999999,0.0,0.0,2.44
2025-12-12,23870,9790,168,0.7,0,0,0,0,0.0,0.7,0.006999999999999999,0.0,0.0,2.44
2025-12-13,24105,9981,166,0.69,0,0,0,0,0.0,0.69,0.0069,0.0,0.0,2.42
,295629,107142,2250,0.76,1,1,1,1,0.0,0.76,0.0076,0.0,0.0,2.76
