date,impressions,uniques,clicks,CTR,Просмотр 1/4,Просмотр 1/2,Просмотр 3/4,Досмотр,VTR,ctr_percent,ctr_ratio,vtr_percent,vtr_ratio,freq
2025-11-17,49440,13467,437,0.88,23260,21937,21681,21550,43.59,0.88,0.0088,43.59,0.4359,3.67
2025-11-18,39755,12503,388,0.98,18734,18078,17542,17515,44.06,0.98,0.0098,44.06,0.44060000000000005,3.18
2025-11-19,38260,12730,353,0.92,18021,17310,17025,16726,43.72,0.92,0.0092,43.72,0.4372,3.01
2025-11-20,37394,13156,351,0.94,16758,16264,15932,15696,41.97,0.94,0.009399999999999999,41.97,0.41969999999999996,2.84
2025-11-21,34413,13024,356,1.03,17345,16557,16364,16025,46.57,1.03,0.0103,46.57,0.4657,2.64
2025-11-22,37715,13138,442,1.17,16340,16146,15612,15563,41.26,1.17,0.011699999999999999,41.26,0.41259999999999997,2.87
2025-11-23,33201,12009,386,1.16,14411,14046,13775,13568,40.87,1.16,0.0116,40.87,0.40869999999999995,2.76
2025-11-24,38459,12501,430,1.12,16893,16539,16168,15907,41.36,1.12,0.011200000000000002,41.36,0.41359999999999997,3.08
2025-11-25,38279,12884,486,1.27,18213,17315,17040,16835,43.98,1.27,0.0127,43.98,0.43979999999999997,2.97
2025-11-26,38421,12538,466,1.21,18292,17509,17214,16884,43.94,1.21,0.0121,43.94,0.43939999999999996,3.06
2025-11-27,38120,12827,480,1.26,18159,17426,17052,16728,43.88,1.26,0.0126,43.88,0.4388,2.97
2025-11-28,36190,7823,359,0.99,16543,14340,14079,13849,38.27,0.99,0.009899999999999999,38.27,0.38270000000000004,4.63
2025-11-29,36706,12943,458,1.25,17488,16868,16587,16274,44.34,1.25,0.0125,44.34,0.4434,2.84
2025-11-30,30031,10479,387,1.29,14364,13743,13486,13272,44.19,1.29,0.0129,44.19,0.44189999999999996,2.87
,526384,169344,5779,1.1,244821,234078,229557,226392,43.01,1.1,0.011000000000000001,43.01,0.4301,3.11
