date,impressions,uniques,clicks,CTR,Просмотр 1/4,Просмотр 1/2,Просмотр 3/4,Досмотр,VTR,ctr_percent,ctr_ratio,vtr_percent,vtr_ratio,freq
2025-05-12,67,6,16,23.88,2,1,1,1,1.49,23.88,0.23879999999999998,1.49,0.0149,11.17
2025-05-13,99,7,22,22.22,17,16,15,14,14.14,22.22,0.22219999999999998,14.14,0.1414,14.14
2025-05-14,54,5,19,35.19,22,22,22,22,40.74,35.19,0.3519,40.74,0.40740000000000004,10.8
2025-05-15,105,9,23,21.9,23,19,19,19,18.1,21.9,0.21899999999999997,18.1,0.18100000000000002,11.67
2025-05-16,39,11,13,33.33,9,8,8,8,20.51,33.33,0.3333,20.51,0.2051,3.55
2025-05-17,21,13,0,0.0,3,2,2,2,9.52,0.0,0.0,9.52,0.09519999999999999,1.62
2025-05-18,22,12,3,13.64,5,3,3,3,13.64,13.64,0.1364,13.64,0.1364,1.83
2025-05-19,20,8,6,30.0,16,15,15,14,70.0,30.0,0.3,70.0,0.7,2.5
2025-05-20,5,3,2,40.0,0,0,0,0,0.0,40.0,0.4,0.0,0.0,1.67
2025-05-21,4,3,1,25.0,3,2,1,1,25.0,25.0,0.25,25.0,0.25,1.33
2025-05-22,30,4,10,33.33,5,5,5,5,16.67,33.33,0.3333,16.67,0.16670000000000001,7.5
2025-05-23,61,9,8,13.11,23,17,14,14,22.95,13.11,0.1311,22.95,0.22949999999999998,6.78
2025-05-24,28,22,1,3.57,10,10,10,8,28.57,3.57,0.035699999999999996,28.57,0.2857,1.27
2025-05-25,50,18,2,4.0,24,22,20,16,32.0,4.0,0.04,32.0,0.32,2.78
2025-05-26,23,12,3,13.04,10,10,9,9,39.13,13.04,0.1304,39.13,0.39130000000000004,1.92
2025-05-27,38,22,7,18.42,31,31,30,27,71.05,18.42,0.18420000000000003,71.05,0.7105,1.73
2025-05-28,25,21,0,0.0,24,23,21,21,84.0,0.0,0.0,84.0,0.84,1.19
2025-05-29,34,25,3,8.82,30,28,28,28,82.35,8.82,0.0882,82.35,0.8234999999999999,1.36
2025-05-30,14,9,2,14.29,0,0,0,0,0.0,14.29,0.1429,0.0,0.0,1.56
2025-05-31,8,5,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.6
2025-06-01,9,5,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.8
2025-06-02,139,12,53,38.13,70,37,32,26,18.71,38.13,0.38130000000000003,18.71,0.18710000000000002,11.58
2025-06-03,130,33,34,26.15,47,46,44,43,33.08,26.15,0.2615,33.08,0.3308,3.94
2025-06-04,44,15,12,27.27,26,24,23,21,47.73,27.27,0.2727,47.73,0.47729999999999995,2.93
2025-06-05,8,4,2,25.0,0,0,0,0,0.0,25.0,0.25,0.0,0.0,2.0
2025-06-06,88,28,21,23.86,26,20,15,15,17.05,23.86,0.2386,17.05,0.1705,3.14
2025-06-09,46,20,9,19.57,39,35,33,31,67.39,19.57,0.1957,67.39,0.6739,2.3
2025-06-10,411,244,37,9.0,5,5,5,5,1.22,9.0,0.09,1.22,0.012199999999999999,1.68
