date,impressions,uniques,clicks,CTR,Просмотр 1/4,Просмотр 1/2,Просмотр 3/4,Досмотр,VTR,ctr_percent,ctr_ratio,vtr_percent,vtr_ratio,freq
2025-11-01,41834,18834,382,0.91,81,78,74,69,0.16,0.91,0.0091,0.16,0.0016,2.22
2025-11-02,35941,14819,356,0.99,97,96,89,72,0.2,0.99,0.009899999999999999,0.2,0.002,2.43
2025-11-03,37020,14658,358,0.97,79,76,65,55,0.15,0.97,0.0097,0.15,0.0015,2.53
2025-11-04,36873,15713,356,0.97,139,134,126,115,0.31,0.97,0.0097,0.31,0.0031,2.35
2025-11-05,37930,16209,355,0.94,121,116,101,89,0.23,0.94,0.009399999999999999,0.23,0.0023,2.34
2025-11-06,32614,12869,357,1.09,261,248,235,215,0.66,1.09,0.0109,0.66,0.0066,2.53
2025-11-07,31499,16105,357,1.13,922,901,851,774,2.46,1.13,0.0113,2.46,0.0246,1.96
2025-11-08,29984,15460,357,1.19,740,723,696,645,2.15,1.19,0.011899999999999999,2.15,0.0215,1.94
2025-11-09,32464,15189,357,1.1,311,302,291,277,0.85,1.1,0.011000000000000001,0.85,0.0085,2.14
2025-11-10,31337,16241,358,1.14,180,177,165,152,0.49,1.14,0.011399999999999999,0.49,0.0049,1.93
2025-11-11,35025,16550,357,1.02,19,19,16,15,0.04,1.02,0.0102,0.04,0.0004,2.12
2025-11-12,31912,14478,357,1.12,17,16,16,14,0.04,1.12,0.011200000000000002,0.04,0.0004,2.2
2025-11-13,30514,15827,357,1.17,115,112,110,105,0.34,1.17,0.011699999999999999,0.34,0.0034000000000000002,1.93
2025-11-14,31981,16512,362,1.13,345,340,326,309,0.97,1.13,0.0113,0.97,0.0097,1.94
2025-11-15,30002,15360,357,1.19,325,320,308,294,0.98,1.19,0.011899999999999999,0.98,0.0098,1.95
2025-11-16,30724,14553,358,1.17,189,183,171,158,0.51,1.17,0.011699999999999999,0.51,0.0051,2.11
2025-11-17,31350,14838,373,1.19,225,221,212,200,0.64,1.19,0.011899999999999999,0.64,0.0064,2.11
2025-11-18,33585,16077,355,1.06,249,244,224,201,0.6,1.06,0.0106,0.6,0.006,2.09
2025-11-19,32305,15313,357,1.11,119,116,107,100,0.31,1.11,0.0111,0.31,0.0031,2.11
2025-11-20,31897,15044,359,1.13,27,27,26,26,0.08,1.13,0.0113,0.08,0.0008,2.12
2025-11-21,39004,15793,357,0.92,68,65,60,56,0.14,0.92,0.0092,0.14,0.0014000000000000002,2.47
2025-11-22,36039,14364,357,0.99,166,162,149,138,0.38,0.99,0.009899999999999999,0.38,0.0038,2.51
2025-11-23,29651,14667,355,1.2,222,216,206,197,0.66,1.2,0.012,0.66,0.0066,2.02
2025-11-24,28907,15644,354,1.22,198,192,181,175,0.61,1.22,0.012199999999999999,0.61,0.0060999999999999995,1.85
2025-11-25,29384,15074,354,1.2,325,323,311,295,1.0,1.2,0.012,1.0,0.01,1.95
2025-11-26,31310,15717,354,1.13,3,3,3,2,0.01,1.13,0.0113,0.01,0.0001,1.99
2025-11-27,33204,17017,354,1.07,324,313,302,285,0.86,1.07,0.010700000000000001,0.86,0.0086,1.95
2025-11-28,37726,15786,354,0.94,705,678,622,563,1.49,0.94,0.009399999999999999,1.49,0.0149,2.39
2025-11-29,30385,15506,355,1.17,340,332,321,299,0.98,1.17,0.011699999999999999,0.98,0.0098,1.96
2025-11-30,28590,11844,321,1.12,296,289,275,256,0.9,1.12,0.011200000000000002,0.9,0.009000000000000001,2.41
,990991,349518,10700,1.08,7208,7022,6639,6151,0.62,1.08,0.0108,0.62,0.0062,2.84
